Entity,Code,Day,total_vaccinations
World,OWID_WRL,2021-05-08,1322467951
World,OWID_WRL,2021-05-09,1336260971
World,OWID_WRL,2021-05-10,1358789861
World,OWID_WRL,2021-05-11,1383773754
World,OWID_WRL,2021-05-12,1410778948
World,OWID_WRL,2021-05-13,1437422621
World,OWID_WRL,2021-05-14,1464664418
World,OWID_WRL,2021-05-15,1487253937
World,OWID_WRL,2021-05-16,1509558262
World,OWID_WRL,2021-05-17,1536650841
World,OWID_WRL,2021-05-18,1565339199
World,OWID_WRL,2021-05-19,1593503258
World,OWID_WRL,2021-05-20,1627528787
World,OWID_WRL,2021-05-21,1659683661
World,OWID_WRL,2021-05-22,1686446273
World,OWID_WRL,2021-05-23,1708878500
World,OWID_WRL,2021-05-24,1738410700
World,OWID_WRL,2021-05-25,1771402474
World,OWID_WRL,2021-05-26,1807623794
World,OWID_WRL,2021-05-27,1840892792
World,OWID_WRL,2021-05-28,1876233658
World,OWID_WRL,2021-05-29,1907374690
World,OWID_WRL,2021-05-30,1934780270
World,OWID_WRL,2021-05-31,1971995363
World,OWID_WRL,2021-06-01,2011018912
World,OWID_WRL,2021-06-02,2051765442
World,OWID_WRL,2021-06-03,2086842178
World,OWID_WRL,2021-06-04,2127926236
World,OWID_WRL,2021-06-05,2159182386
World,OWID_WRL,2021-06-06,2185307714
World,OWID_WRL,2021-06-07,2216763935
World,OWID_WRL,2021-06-08,2252024084
World,OWID_WRL,2021-06-09,2289211782
World,OWID_WRL,2021-06-10,2328383857
World,OWID_WRL,2021-06-11,2367461631
World,OWID_WRL,2021-06-12,2396709377
World,OWID_WRL,2021-06-13,2423821746
World,OWID_WRL,2021-06-14,2452273930
World,OWID_WRL,2021-06-15,2491842030
World,OWID_WRL,2021-06-16,2533436094
World,OWID_WRL,2021-06-17,2578773815
World,OWID_WRL,2021-06-18,2624324556
World,OWID_WRL,2021-06-19,2660406976
World,OWID_WRL,2021-06-20,2693784380
World,OWID_WRL,2021-06-21,2736541713
World,OWID_WRL,2021-06-22,2780562760
World,OWID_WRL,2021-06-23,2824333554
World,OWID_WRL,2021-06-24,2872777247
World,OWID_WRL,2021-06-25,2920407206
World,OWID_WRL,2021-06-26,2961075621
World,OWID_WRL,2021-06-27,2996084818
World,OWID_WRL,2021-06-28,3034450005
World,OWID_WRL,2021-06-29,3076213620
World,OWID_WRL,2021-06-30,3114661414
World,OWID_WRL,2021-07-01,3158724256
World,OWID_WRL,2021-07-02,3195989347
World,OWID_WRL,2021-07-03,3228687445
World,OWID_WRL,2021-07-04,3253647432
World,OWID_WRL,2021-07-05,3286392908
World,OWID_WRL,2021-07-06,3319396684
World,OWID_WRL,2021-07-07,3352563985
World,OWID_WRL,2021-07-08,3392105616
World,OWID_WRL,2021-07-09,3421431256
World,OWID_WRL,2021-07-10,3449330902
World,OWID_WRL,2021-07-11,3471062354
World,OWID_WRL,2021-07-12,3500770485
World,OWID_WRL,2021-07-13,3535916054
World,OWID_WRL,2021-07-14,3572167007
World,OWID_WRL,2021-07-15,3607468679
World,OWID_WRL,2021-07-16,3641991712
World,OWID_WRL,2021-07-17,3669837882
World,OWID_WRL,2021-07-18,3689938173
World,OWID_WRL,2021-07-19,3723637152
World,OWID_WRL,2021-07-20,3757145597
World,OWID_WRL,2021-07-21,3789780222
World,OWID_WRL,2021-07-22,3828557761
World,OWID_WRL,2021-07-23,3868168967
World,OWID_WRL,2021-07-24,3898408214
World,OWID_WRL,2021-07-25,3925567632
World,OWID_WRL,2021-07-26,3967046233
World,OWID_WRL,2021-07-27,4008134021
World,OWID_WRL,2021-07-28,4050860608
World,OWID_WRL,2021-07-29,4096901423
World,OWID_WRL,2021-07-30,4141455608
World,OWID_WRL,2021-07-31,4173295829
World,OWID_WRL,2021-08-01,4213094423
World,OWID_WRL,2021-08-02,4252321605
World,OWID_WRL,2021-08-03,4308018297
World,OWID_WRL,2021-08-04,4348004035
World,OWID_WRL,2021-08-05,4388862981
World,OWID_WRL,2021-08-06,4429440076
World,OWID_WRL,2021-08-07,4461306227
World,OWID_WRL,2021-08-08,4493324162
World,OWID_WRL,2021-08-09,4533217799
World,OWID_WRL,2021-08-10,4571570079
World,OWID_WRL,2021-08-11,4609205627
World,OWID_WRL,2021-08-12,4643161431
World,OWID_WRL,2021-08-13,4689980566
World,OWID_WRL,2021-08-14,4721096016
World,OWID_WRL,2021-08-15,4743983267
World,OWID_WRL,2021-08-16,4785417822
World,OWID_WRL,2021-08-17,4824713722
World,OWID_WRL,2021-08-18,4862735625
World,OWID_WRL,2021-08-19,4898415508
World,OWID_WRL,2021-08-20,4940358516
World,OWID_WRL,2021-08-21,4972379507
World,OWID_WRL,2021-08-22,5000143801
World,OWID_WRL,2021-08-23,5033589707
World,OWID_WRL,2021-08-24,5076551947
World,OWID_WRL,2021-08-25,5121223933
World,OWID_WRL,2021-08-26,5161971061
World,OWID_WRL,2021-08-27,5214804395
World,OWID_WRL,2021-08-28,5251974570
World,OWID_WRL,2021-08-29,5290041902
World,OWID_WRL,2021-08-30,5323871756
World,OWID_WRL,2021-08-31,5364503418
World,OWID_WRL,2021-09-01,5409978837
World,OWID_WRL,2021-09-02,5442830193
World,OWID_WRL,2021-09-03,5472641559
World,OWID_WRL,2021-09-04,5499340174
World,OWID_WRL,2021-09-05,5531183152
World,OWID_WRL,2021-09-06,5556653043
World,OWID_WRL,2021-09-07,5591318767
World,OWID_WRL,2021-09-08,5630794285
World,OWID_WRL,2021-09-09,5668358282
World,OWID_WRL,2021-09-10,5699408392
World,OWID_WRL,2021-09-11,5734389415
World,OWID_WRL,2021-09-12,5767678776
World,OWID_WRL,2021-09-13,5799002303
World,OWID_WRL,2021-09-14,5825820494
World,OWID_WRL,2021-09-15,5857146554
World,OWID_WRL,2021-09-16,5888098084
World,OWID_WRL,2021-09-17,5916021083
World,OWID_WRL,2021-09-18,5956054298
World,OWID_WRL,2021-09-19,5983130697
World,OWID_WRL,2021-09-20,6008285680
World,OWID_WRL,2021-09-21,6037645778
World,OWID_WRL,2021-09-22,6065783438
World,OWID_WRL,2021-09-23,6097662165
World,OWID_WRL,2021-09-24,6127696316
World,OWID_WRL,2021-09-25,6149578767
World,OWID_WRL,2021-09-26,6167522463
World,OWID_WRL,2021-09-27,6213729420
World,OWID_WRL,2021-09-28,6241324631
World,OWID_WRL,2021-09-29,6272716226
World,OWID_WRL,2021-09-30,6302371197
World,OWID_WRL,2021-10-01,6326319626
World,OWID_WRL,2021-10-02,6348003248
World,OWID_WRL,2021-10-03,6369794173
World,OWID_WRL,2021-10-04,6391956958
World,OWID_WRL,2021-10-05,6425376682
World,OWID_WRL,2021-10-06,6449030356
World,OWID_WRL,2021-10-07,6472744680
World,OWID_WRL,2021-10-08,6504758707
World,OWID_WRL,2021-10-09,6526341639
World,OWID_WRL,2021-10-10,6554121792
World,OWID_WRL,2021-10-11,6573594282
World,OWID_WRL,2021-10-12,6596599922
World,OWID_WRL,2021-10-13,6619648730
World,OWID_WRL,2021-10-14,6642570661
World,OWID_WRL,2021-10-15,6663012760
World,OWID_WRL,2021-10-16,6678190926
World,OWID_WRL,2021-10-17,6703725447
World,OWID_WRL,2021-10-18,6733821019
World,OWID_WRL,2021-10-19,6760617186
World,OWID_WRL,2021-10-20,6796500159
World,OWID_WRL,2021-10-21,6822828070
World,OWID_WRL,2021-10-22,6850693664
World,OWID_WRL,2021-10-23,6878095389
World,OWID_WRL,2021-10-24,6900721348
World,OWID_WRL,2021-10-25,6921975563
World,OWID_WRL,2021-10-26,6949418558
World,OWID_WRL,2021-10-27,6973278005
World,OWID_WRL,2021-10-28,7003352744
World,OWID_WRL,2021-10-29,7041481382
World,OWID_WRL,2021-10-30,7074151921
World,OWID_WRL,2021-10-31,7106599374
World,OWID_WRL,2021-11-01,7130774864
World,OWID_WRL,2021-11-02,7158337745
World,OWID_WRL,2021-11-03,7187356959
World,OWID_WRL,2021-11-04,7219894211
World,OWID_WRL,2021-11-05,7254468924
World,OWID_WRL,2021-11-06,7282588887
World,OWID_WRL,2021-11-07,7309923296
World,OWID_WRL,2021-11-08,7338611422
World,OWID_WRL,2021-11-09,7372608464
World,OWID_WRL,2021-11-10,7411245661
World,OWID_WRL,2021-11-11,7444724268
World,OWID_WRL,2021-11-12,7478724309
World,OWID_WRL,2021-11-13,7512811947
World,OWID_WRL,2021-11-14,7538960632
World,OWID_WRL,2021-11-15,7564559197
World,OWID_WRL,2021-11-16,7592287596
World,OWID_WRL,2021-11-17,7624759581
World,OWID_WRL,2021-11-18,7655128238
World,OWID_WRL,2021-11-19,7688571068
World,OWID_WRL,2021-11-20,7723081225
World,OWID_WRL,2021-11-21,7749778674
World,OWID_WRL,2021-11-22,7778574951
World,OWID_WRL,2021-11-23,7809804009
World,OWID_WRL,2021-11-24,7848674241
World,OWID_WRL,2021-11-25,7875810256
World,OWID_WRL,2021-11-26,7914292734
World,OWID_WRL,2021-11-27,7943230318
World,OWID_WRL,2021-11-28,7982788798
World,OWID_WRL,2021-11-29,8016461945
World,OWID_WRL,2021-11-30,8058130906
World,OWID_WRL,2021-12-01,8100882268
World,OWID_WRL,2021-12-02,8139615468
World,OWID_WRL,2021-12-03,8173247630
World,OWID_WRL,2021-12-04,8210719446
World,OWID_WRL,2021-12-05,8242150838
World,OWID_WRL,2021-12-06,8271534456
World,OWID_WRL,2021-12-07,8302066164
World,OWID_WRL,2021-12-08,8339193571
World,OWID_WRL,2021-12-09,8378699885
World,OWID_WRL,2021-12-10,8409875526
World,OWID_WRL,2021-12-11,8454078789
World,OWID_WRL,2021-12-12,8483924404
World,OWID_WRL,2021-12-13,8513284318
World,OWID_WRL,2021-12-14,8554536786
World,OWID_WRL,2021-12-15,8593966455
World,OWID_WRL,2021-12-16,8626814109
World,OWID_WRL,2021-12-17,8671228837
World,OWID_WRL,2021-12-18,8705499083
World,OWID_WRL,2021-12-19,8739393637
World,OWID_WRL,2021-12-20,8783922593
World,OWID_WRL,2021-12-21,8822200681
World,OWID_WRL,2021-12-22,8856748900
World,OWID_WRL,2021-12-23,8899636215
World,OWID_WRL,2021-12-24,8934799326
World,OWID_WRL,2021-12-25,8961499781
World,OWID_WRL,2021-12-26,8986733090
World,OWID_WRL,2021-12-27,9019727901
World,OWID_WRL,2021-12-28,9066301697
World,OWID_WRL,2021-12-29,9105962085
World,OWID_WRL,2021-12-30,9143471476
World,OWID_WRL,2021-12-31,9177558646
World,OWID_WRL,2022-01-01,9195651693
World,OWID_WRL,2022-01-02,9213094592
World,OWID_WRL,2022-01-03,9245558020
World,OWID_WRL,2022-01-04,9283961012
World,OWID_WRL,2022-01-05,9318868652
World,OWID_WRL,2022-01-06,9354383648
World,OWID_WRL,2022-01-07,9391779553
World,OWID_WRL,2022-01-08,9414118287
World,OWID_WRL,2022-01-09,9446310624
World,OWID_WRL,2022-01-10,9503478875
World,OWID_WRL,2022-01-11,9540132235
World,OWID_WRL,2022-01-12,9572964009
World,OWID_WRL,2022-01-13,9609633600
World,OWID_WRL,2022-01-14,9635869993
World,OWID_WRL,2022-01-15,9662583768
World,OWID_WRL,2022-01-16,9691855553
World,OWID_WRL,2022-01-17,9723281599
World,OWID_WRL,2022-01-18,9746630025
World,OWID_WRL,2022-01-19,9785148649
World,OWID_WRL,2022-01-20,9812155203
World,OWID_WRL,2022-01-21,9844667951
World,OWID_WRL,2022-01-22,9866948204
World,OWID_WRL,2022-01-23,9898574250
World,OWID_WRL,2022-01-24,9923002942
World,OWID_WRL,2022-01-25,9947509715
World,OWID_WRL,2022-01-26,9974368881
World,OWID_WRL,2022-01-27,9997180064
World,OWID_WRL,2022-01-28,10027255182
World,OWID_WRL,2022-01-29,10045042310
World,OWID_WRL,2022-01-30,10062760197
World,OWID_WRL,2022-01-31,10083765943
World,OWID_WRL,2022-02-01,10102921061
World,OWID_WRL,2022-02-02,10122546353
World,OWID_WRL,2022-02-03,10138743893
World,OWID_WRL,2022-02-04,10161006747
World,OWID_WRL,2022-02-05,10176118659
World,OWID_WRL,2022-02-06,10243673413
World,OWID_WRL,2022-02-07,10264735700
World,OWID_WRL,2022-02-08,10290773302
World,OWID_WRL,2022-02-09,10319382493
World,OWID_WRL,2022-02-10,10341997472
World,OWID_WRL,2022-02-11,10371616209
World,OWID_WRL,2022-02-12,10390490355
World,OWID_WRL,2022-02-13,10417443163
World,OWID_WRL,2022-02-14,10438801452
World,OWID_WRL,2022-02-15,10460161855
World,OWID_WRL,2022-02-16,10482745753
World,OWID_WRL,2022-02-17,10507497478
World,OWID_WRL,2022-02-18,10552686622
World,OWID_WRL,2022-02-19,10582174602
World,OWID_WRL,2022-02-20,10599835840
World,OWID_WRL,2022-02-21,10628613500
World,OWID_WRL,2022-02-22,10650940146
World,OWID_WRL,2022-02-23,10670346210
World,OWID_WRL,2022-02-24,10693151545
World,OWID_WRL,2022-02-25,10713633670
World,OWID_WRL,2022-02-26,10729608068
World,OWID_WRL,2022-02-27,10742694198
World,OWID_WRL,2022-02-28,10790607085
World,OWID_WRL,2022-03-01,10804007269
World,OWID_WRL,2022-03-02,10820705538
World,OWID_WRL,2022-03-03,10835849680
World,OWID_WRL,2022-03-04,10852824467
World,OWID_WRL,2022-03-05,10870511260
World,OWID_WRL,2022-03-06,10896480507
World,OWID_WRL,2022-03-07,10911688330
World,OWID_WRL,2022-03-08,10927592279
World,OWID_WRL,2022-03-09,10945284005
World,OWID_WRL,2022-03-10,10961953426
World,OWID_WRL,2022-03-11,10977486321
World,OWID_WRL,2022-03-12,10991880396
World,OWID_WRL,2022-03-13,11005280460
World,OWID_WRL,2022-03-14,11018912286
World,OWID_WRL,2022-03-15,11036257346
World,OWID_WRL,2022-03-16,11052085993
World,OWID_WRL,2022-03-17,11066613625
World,OWID_WRL,2022-03-18,11080816051
World,OWID_WRL,2022-03-19,11091760034
World,OWID_WRL,2022-03-20,11102527575
World,OWID_WRL,2022-03-21,11114823062
World,OWID_WRL,2022-03-22,11131128368
World,OWID_WRL,2022-03-23,11148398749
World,OWID_WRL,2022-03-24,11165938838
World,OWID_WRL,2022-03-25,11179908960
World,OWID_WRL,2022-03-26,11192867660
World,OWID_WRL,2022-03-27,11206939315
World,OWID_WRL,2022-03-28,11229507493
World,OWID_WRL,2022-03-29,11250104551
World,OWID_WRL,2022-03-30,11268006606
World,OWID_WRL,2022-03-31,11301727214
World,OWID_WRL,2022-04-01,11310436062
World,OWID_WRL,2022-04-02,11316508430
World,OWID_WRL,2022-04-03,11327384345
World,OWID_WRL,2022-04-04,11341919603
World,OWID_WRL,2022-04-05,11353701109
World,OWID_WRL,2022-04-06,11363639471
World,OWID_WRL,2022-04-07,11376436541
World,OWID_WRL,2022-04-08,11387945211
World,OWID_WRL,2022-04-09,11397677777
World,OWID_WRL,2022-04-10,11413167249
World,OWID_WRL,2022-04-11,11422803887
World,OWID_WRL,2022-04-12,11435159077
World,OWID_WRL,2022-04-13,11446309707
World,OWID_WRL,2022-04-14,11454941986
World,OWID_WRL,2022-04-15,11461236685
World,OWID_WRL,2022-04-16,11465349083
World,OWID_WRL,2022-04-17,11475762722
World,OWID_WRL,2022-04-18,11486416494
World,OWID_WRL,2022-04-19,11497694718
World,OWID_WRL,2022-04-20,11506185523
World,OWID_WRL,2022-04-21,11517773663
World,OWID_WRL,2022-04-22,11526740625
World,OWID_WRL,2022-04-23,11536354723
World,OWID_WRL,2022-04-24,11546261012
World,OWID_WRL,2022-04-25,11555042650
World,OWID_WRL,2022-04-26,11574383211
World,OWID_WRL,2022-04-27,11584950653
World,OWID_WRL,2022-04-28,11594419406
World,OWID_WRL,2022-04-29,11605439412
World,OWID_WRL,2022-04-30,11612696567
World,OWID_WRL,2022-05-01,11624900235
World,OWID_WRL,2022-05-02,11629395235
World,OWID_WRL,2022-05-03,11634962843
World,OWID_WRL,2022-05-04,11639743146
World,OWID_WRL,2022-05-05,11645054511
World,OWID_WRL,2022-05-06,11657134362
World,OWID_WRL,2022-05-07,11662935464
World,OWID_WRL,2022-05-08,11671116448
World,OWID_WRL,2022-05-09,11676273275
World,OWID_WRL,2022-05-10,11684146649
World,OWID_WRL,2022-05-11,11692776994
World,OWID_WRL,2022-05-12,11699774033
World,OWID_WRL,2022-05-13,11710765726
World,OWID_WRL,2022-05-14,11716294470
World,OWID_WRL,2022-05-15,11725290985
World,OWID_WRL,2022-05-16,11731251386
World,OWID_WRL,2022-05-17,11736325099
World,OWID_WRL,2022-05-18,11744449477
World,OWID_WRL,2022-05-19,11750528157
World,OWID_WRL,2022-05-20,11760120914
World,OWID_WRL,2022-05-21,11764823326
World,OWID_WRL,2022-05-22,11781857179
World,OWID_WRL,2022-05-23,11786870209
World,OWID_WRL,2022-05-24,11795870651
World,OWID_WRL,2022-05-25,11801153738
World,OWID_WRL,2022-05-26,11808299137
World,OWID_WRL,2022-05-27,11816032464
World,OWID_WRL,2022-05-28,11821411545
World,OWID_WRL,2022-05-29,11828023338
World,OWID_WRL,2022-05-30,11834635902
World,OWID_WRL,2022-05-31,11840523788
World,OWID_WRL,2022-06-01,11846490808
World,OWID_WRL,2022-06-02,11850253912
World,OWID_WRL,2022-06-03,11858930574
World,OWID_WRL,2022-06-04,11864888737
World,OWID_WRL,2022-06-05,11875722207
World,OWID_WRL,2022-06-06,11882844431
World,OWID_WRL,2022-06-07,11902331064
World,OWID_WRL,2022-06-08,11915376914
World,OWID_WRL,2022-06-09,11921585919
World,OWID_WRL,2022-06-10,11929027521
World,OWID_WRL,2022-06-11,11933890292
World,OWID_WRL,2022-06-12,11942825603
World,OWID_WRL,2022-06-13,11948102930
World,OWID_WRL,2022-06-14,11955623009
World,OWID_WRL,2022-06-15,11963378041
World,OWID_WRL,2022-06-16,11970781887
World,OWID_WRL,2022-06-17,11977963821
World,OWID_WRL,2022-06-18,11985822392
World,OWID_WRL,2022-06-19,11998549413
World,OWID_WRL,2022-06-20,12003217970
World,OWID_WRL,2022-06-21,12010173208
World,OWID_WRL,2022-06-22,12016265189
World,OWID_WRL,2022-06-23,12025573006
World,OWID_WRL,2022-06-24,12032859554
World,OWID_WRL,2022-06-25,12037439228
World,OWID_WRL,2022-06-26,12065527601
World,OWID_WRL,2022-06-27,12073604943
World,OWID_WRL,2022-06-28,12079028313
World,OWID_WRL,2022-06-29,12088771840
World,OWID_WRL,2022-06-30,12094462478
World,OWID_WRL,2022-07-01,12099348071
World,OWID_WRL,2022-07-02,12104267122
World,OWID_WRL,2022-07-03,12114551542
World,OWID_WRL,2022-07-04,12119011032
World,OWID_WRL,2022-07-05,12124627803
World,OWID_WRL,2022-07-06,12129107280
World,OWID_WRL,2022-07-07,12137176066
World,OWID_WRL,2022-07-08,12144979469
World,OWID_WRL,2022-07-09,12147531978
World,OWID_WRL,2022-07-10,12164632583
World,OWID_WRL,2022-07-11,12173248082
World,OWID_WRL,2022-07-12,12181370506
World,OWID_WRL,2022-07-13,12187413892
World,OWID_WRL,2022-07-14,12195181118
World,OWID_WRL,2022-07-15,12203617906
World,OWID_WRL,2022-07-16,12207487161
World,OWID_WRL,2022-07-17,12218821093
World,OWID_WRL,2022-07-18,12226959033
World,OWID_WRL,2022-07-19,12244004704
World,OWID_WRL,2022-07-20,12250423487
World,OWID_WRL,2022-07-21,12266870342
World,OWID_WRL,2022-07-22,12275158405
World,OWID_WRL,2022-07-23,12282322095
World,OWID_WRL,2022-07-24,12296581993
World,OWID_WRL,2022-07-25,12302152489
World,OWID_WRL,2022-07-26,12311807223
World,OWID_WRL,2022-07-27,12320525813
World,OWID_WRL,2022-07-28,12329095549
World,OWID_WRL,2022-07-29,12337570295
World,OWID_WRL,2022-07-30,12345210360
World,OWID_WRL,2022-07-31,12350299334
World,OWID_WRL,2022-08-01,12354782669
World,OWID_WRL,2022-08-02,12362977482
World,OWID_WRL,2022-08-03,12366484667
World,OWID_WRL,2022-08-04,12382959106
World,OWID_WRL,2022-08-05,12390680540
World,OWID_WRL,2022-08-06,12396460838
World,OWID_WRL,2022-08-07,12411907261
World,OWID_WRL,2022-08-08,12418279720
World,OWID_WRL,2022-08-09,12425564508
World,OWID_WRL,2022-08-10,12429977285
World,OWID_WRL,2022-08-11,12434619315
World,OWID_WRL,2022-08-12,12439812591
World,OWID_WRL,2022-08-13,12443456038
World,OWID_WRL,2022-08-14,12456013557
World,OWID_WRL,2022-08-15,12462225483
World,OWID_WRL,2022-08-16,12466359211
World,OWID_WRL,2022-08-17,12474441645
World,OWID_WRL,2022-08-18,12489020784
World,OWID_WRL,2022-08-19,12495902867
World,OWID_WRL,2022-08-20,12499237822
World,OWID_WRL,2022-08-21,12522473176
World,OWID_WRL,2022-08-22,12528587653
World,OWID_WRL,2022-08-23,12533669996
World,OWID_WRL,2022-08-24,12539076871
World,OWID_WRL,2022-08-25,12543602365
World,OWID_WRL,2022-08-26,12550059298
World,OWID_WRL,2022-08-27,12554283196
World,OWID_WRL,2022-08-28,12565584375
World,OWID_WRL,2022-08-29,12572969361
World,OWID_WRL,2022-08-30,12579165753
World,OWID_WRL,2022-08-31,12584065570
World,OWID_WRL,2022-09-01,12591716965
World,OWID_WRL,2022-09-02,12596184543
World,OWID_WRL,2022-09-03,12600166548
World,OWID_WRL,2022-09-04,12620332358
World,OWID_WRL,2022-09-05,12624197616
World,OWID_WRL,2022-09-06,12627414901
World,OWID_WRL,2022-09-07,12631487662
World,OWID_WRL,2022-09-08,12638416825
World,OWID_WRL,2022-09-09,12644292735
World,OWID_WRL,2022-09-10,12647648395
World,OWID_WRL,2022-09-11,12652555498
World,OWID_WRL,2022-09-12,12657372886
World,OWID_WRL,2022-09-13,12664230480
World,OWID_WRL,2022-09-14,12668735288
World,OWID_WRL,2022-09-15,12675059839
World,OWID_WRL,2022-09-16,12679616897
World,OWID_WRL,2022-09-17,12683869432
World,OWID_WRL,2022-09-18,12694803436
World,OWID_WRL,2022-09-19,12698071961
World,OWID_WRL,2022-09-20,12701777795
World,OWID_WRL,2022-09-21,12705095264
World,OWID_WRL,2022-09-22,12710144476
World,OWID_WRL,2022-09-23,12713936738
World,OWID_WRL,2022-09-24,12717056876
World,OWID_WRL,2022-09-25,12726173454
World,OWID_WRL,2022-09-26,12731111789
World,OWID_WRL,2022-09-27,12734367085
World,OWID_WRL,2022-09-28,12738751182
World,OWID_WRL,2022-09-29,12744551884
World,OWID_WRL,2022-09-30,12750382546
World,OWID_WRL,2022-10-01,12757971829
World,OWID_WRL,2022-10-02,12763270553
World,OWID_WRL,2022-10-03,12764986699
World,OWID_WRL,2022-10-04,12767644289
World,OWID_WRL,2022-10-05,12777368973
World,OWID_WRL,2022-10-06,12780203061
World,OWID_WRL,2022-10-07,12797631671
World,OWID_WRL,2022-10-08,12799504068
World,OWID_WRL,2022-10-09,12815759766
World,OWID_WRL,2022-10-10,12817897620
World,OWID_WRL,2022-10-11,12821384365
World,OWID_WRL,2022-10-12,12824105712
World,OWID_WRL,2022-10-13,12827140418
World,OWID_WRL,2022-10-14,12831890182
World,OWID_WRL,2022-10-15,12833737033
World,OWID_WRL,2022-10-16,12843488537
World,OWID_WRL,2022-10-17,12847096146
World,OWID_WRL,2022-10-18,12850264975
World,OWID_WRL,2022-10-19,12852561376
World,OWID_WRL,2022-10-20,12857020419
World,OWID_WRL,2022-10-21,12860304107
World,OWID_WRL,2022-10-22,12863493425
World,OWID_WRL,2022-10-23,12870131900
World,OWID_WRL,2022-10-24,12872405280
World,OWID_WRL,2022-10-25,12874585144
World,OWID_WRL,2022-10-26,12876667375
World,OWID_WRL,2022-10-27,12880209527
World,OWID_WRL,2022-10-28,12887756100
World,OWID_WRL,2022-10-29,12890306742
World,OWID_WRL,2022-10-30,12903634227
World,OWID_WRL,2022-10-31,12907714894
World,OWID_WRL,2022-11-01,12910428988
World,OWID_WRL,2022-11-02,12912286341
World,OWID_WRL,2022-11-03,12915094535
World,OWID_WRL,2022-11-04,12917684686
World,OWID_WRL,2022-11-05,12921058894
World,OWID_WRL,2022-11-06,12925347776
World,OWID_WRL,2022-11-07,12927024443
World,OWID_WRL,2022-11-08,12930441707
World,OWID_WRL,2022-11-09,12933405687
World,OWID_WRL,2022-11-10,12935935433
World,OWID_WRL,2022-11-11,12939209072
World,OWID_WRL,2022-11-12,12940983024
World,OWID_WRL,2022-11-13,12950632757
World,OWID_WRL,2022-11-14,12952361582
World,OWID_WRL,2022-11-15,12954692474
World,OWID_WRL,2022-11-16,12957035113
World,OWID_WRL,2022-11-17,12960281091
World,OWID_WRL,2022-11-18,12964439606
World,OWID_WRL,2022-11-19,12969648110
World,OWID_WRL,2022-11-20,12974404374
World,OWID_WRL,2022-11-21,12976164769
World,OWID_WRL,2022-11-22,12979039903
World,OWID_WRL,2022-11-23,12981856316
World,OWID_WRL,2022-11-24,12983629642
World,OWID_WRL,2022-11-25,12986004195
World,OWID_WRL,2022-11-26,12988877378
World,OWID_WRL,2022-11-27,12999180378
World,OWID_WRL,2022-11-28,13002150898
World,OWID_WRL,2022-11-29,13005318581
World,OWID_WRL,2022-11-30,13012199044
World,OWID_WRL,2022-12-01,13015828237
World,OWID_WRL,2022-12-02,13020618840
World,OWID_WRL,2022-12-03,13024156765
World,OWID_WRL,2022-12-04,13036149877
World,OWID_WRL,2022-12-05,13037677343
World,OWID_WRL,2022-12-06,13039533439
World,OWID_WRL,2022-12-07,13041423856
World,OWID_WRL,2022-12-08,13043240987
World,OWID_WRL,2022-12-09,13045531616
World,OWID_WRL,2022-12-10,13047524996
World,OWID_WRL,2022-12-11,13048977839
World,OWID_WRL,2022-12-12,13049462637
World excl. China,,2020-12-02,0
World excl. China,,2020-12-03,0
World excl. China,,2020-12-04,1
World excl. China,,2020-12-05,1
World excl. China,,2020-12-06,1
World excl. China,,2020-12-07,2
World excl. China,,2020-12-08,8
World excl. China,,2020-12-09,10
World excl. China,,2020-12-10,11
World excl. China,,2020-12-11,16
World excl. China,,2020-12-12,17
World excl. China,,2020-12-13,41613
World excl. China,,2020-12-14,46400
World excl. China,,2020-12-15,123372
World excl. China,,2020-12-16,285517
World excl. China,,2020-12-17,564484
World excl. China,,2020-12-18,988642
World excl. China,,2020-12-19,1173540
World excl. China,,2020-12-20,1288625
World excl. China,,2020-12-21,1707600
World excl. China,,2020-12-22,2232059
World excl. China,,2020-12-23,2920154
World excl. China,,2020-12-24,3216177
World excl. China,,2020-12-25,3275762
World excl. China,,2020-12-26,3456311
World excl. China,,2020-12-27,3717075
World excl. China,,2020-12-28,4502447
World excl. China,,2020-12-29,5512459
World excl. China,,2020-12-30,6693166
World excl. China,,2020-12-31,7401524
World excl. China,,2021-01-01,7659960
World excl. China,,2021-01-02,8859221
World excl. China,,2021-01-03,9263907
World excl. China,,2021-01-04,10410785
World excl. China,,2021-01-05,12549180
World excl. China,,2021-01-06,14116251
World excl. China,,2021-01-07,15914073
World excl. China,,2021-01-08,17876186
World excl. China,,2021-01-09,18816190
World excl. China,,2021-01-10,24736700
World excl. China,,2021-01-11,26779494
World excl. China,,2021-01-12,29185239
World excl. China,,2021-01-13,32242062
World excl. China,,2021-01-14,35506424
World excl. China,,2021-01-15,38787004
World excl. China,,2021-01-16,40911724
World excl. China,,2021-01-17,42316298
World excl. China,,2021-01-18,44967962
World excl. China,,2021-01-19,48329457
World excl. China,,2021-01-20,52026049
World excl. China,,2021-01-21,55994760
World excl. China,,2021-01-22,60567619
World excl. China,,2021-01-23,63465209
World excl. China,,2021-01-24,65224626
World excl. China,,2021-01-25,68766507
World excl. China,,2021-01-26,72610781
World excl. China,,2021-01-27,76984356
World excl. China,,2021-01-28,82011627
World excl. China,,2021-01-29,87308029
World excl. China,,2021-01-30,90789228
World excl. China,,2021-01-31,92980653
World excl. China,,2021-02-01,96761279
World excl. China,,2021-02-02,100953598
World excl. China,,2021-02-03,106209622
